Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
AIJ10958,Influenza A virus (A/ruddy turnstone/Iceland/2899/2013(H5N1)),GenBank,GCA_038689135.1,KM213390,,"Hall,J.S., Hallgrimsson,G.T., Suwannanarn,K., Sreevatsen,S., Ip,H.S., Magnusdottir,E., TeSlaa,J.L., Nashold,S.W., Dusek,R.J.",8/17/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,1,nuclear export protein,Iceland,Iceland,,Arenaria interpres,,5/23/2013,,,nuclear export protein [Influenza A virus (A/ruddy turnstone/Iceland/2899/2013(H5N1))]
AIJ10959,Influenza A virus (A/ruddy turnstone/Iceland/2899/2013(H5N1)),GenBank,GCA_038689135.1,KM213391,,"Hall,J.S., Hallgrimsson,G.T., Suwannanarn,K., Sreevatsen,S., Ip,H.S., Magnusdottir,E., TeSlaa,J.L., Nashold,S.W., Dusek,R.J.",8/17/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),564,H5N1,4,1,hemagglutinin,Iceland,Iceland,,Arenaria interpres,,5/23/2013,,,hemagglutinin [Influenza A virus (A/ruddy turnstone/Iceland/2899/2013(H5N1))]
AIJ10960,Influenza A virus (A/ruddy turnstone/Iceland/2899/2013(H5N1)),GenBank,GCA_038689135.1,KM213392,,"Hall,J.S., Hallgrimsson,G.T., Suwannanarn,K., Sreevatsen,S., Ip,H.S., Magnusdottir,E., TeSlaa,J.L., Nashold,S.W., Dusek,R.J.",8/17/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,H5N1,6,1,neuraminidase,Iceland,Iceland,,Arenaria interpres,,5/23/2013,,,neuraminidase [Influenza A virus (A/ruddy turnstone/Iceland/2899/2013(H5N1))]
AIC64885,Influenza A virus (A/reassortant/NIBRG-14(Viet Nam/1194/2004 x Puerto Rico/8/1934)(H5N1)),GenBank,set:2662dfa09fca80708904507b257ab6624edb1971,KJ867558,,"Cardoso,F.M., Ibanez,L.I., Van den Hoecke,S., De Baets,S., Smet,A., Roose,K., Schepens,B., Descamps,F.J., Fiers,W., Muyldermans,S., Depicker,A., Saelens,X.",6/15/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,1,neuraminidase,,,,,,,,,neuraminidase [Influenza A virus (A/reassortant/NIBRG-14(Viet Nam/1194/2004 x Puerto Rico/8/1934)(H5N1))]
AIA83107,Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1)),GenBank,set:e1b1539d1e428d59f5e4cf6cd587d0d11370a489,KJ812106,,"Puranik,A., Howard,W., To,T.L., Tong,H.H., Fuller,C., Seeking,J., Hanna,A., Essen,S., Slomka,M.J., Banks,J., Brown,I.H.",6/7/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,,polymerase PB2,Viet Nam,Viet Nam,,Anas platyrhynchos,,6/22/2009,,,polymerase PB2 [Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1))]
AIA83108,Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1)),GenBank,set:e1b1539d1e428d59f5e4cf6cd587d0d11370a489,KJ812107,,"Puranik,A., Howard,W., To,T.L., Tong,H.H., Fuller,C., Seeking,J., Hanna,A., Essen,S., Slomka,M.J., Banks,J., Brown,I.H.",6/7/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,,polymerase PB1,Viet Nam,Viet Nam,,Anas platyrhynchos,,6/22/2009,,,polymerase PB1 [Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1))]
AIA83109,Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1)),GenBank,set:e1b1539d1e428d59f5e4cf6cd587d0d11370a489,KJ812108,,"Puranik,A., Howard,W., To,T.L., Tong,H.H., Fuller,C., Seeking,J., Hanna,A., Essen,S., Slomka,M.J., Banks,J., Brown,I.H.",6/7/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,,polymerase PA,Viet Nam,Viet Nam,,Anas platyrhynchos,,6/22/2009,,,polymerase PA [Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1))]
AIA83110,Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1)),GenBank,set:e1b1539d1e428d59f5e4cf6cd587d0d11370a489,KJ812109,,"Puranik,A., Howard,W., To,T.L., Tong,H.H., Fuller,C., Seeking,J., Hanna,A., Essen,S., Slomka,M.J., Banks,J., Brown,I.H.",6/7/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,,nucleocapsid protein,Viet Nam,Viet Nam,,Anas platyrhynchos,,6/22/2009,,,nucleocapsid protein [Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1))]
AIA83111,Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1)),GenBank,set:e1b1539d1e428d59f5e4cf6cd587d0d11370a489,KJ812110,,"Puranik,A., Howard,W., To,T.L., Tong,H.H., Fuller,C., Seeking,J., Hanna,A., Essen,S., Slomka,M.J., Banks,J., Brown,I.H.",6/7/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,Viet Nam,Viet Nam,,Anas platyrhynchos,,6/22/2009,,,neuraminidase [Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1))]
AIA83112,Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1)),GenBank,set:e1b1539d1e428d59f5e4cf6cd587d0d11370a489,KJ812111,,"Puranik,A., Howard,W., To,T.L., Tong,H.H., Fuller,C., Seeking,J., Hanna,A., Essen,S., Slomka,M.J., Banks,J., Brown,I.H.",6/7/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,,matrix protein 1,Viet Nam,Viet Nam,,Anas platyrhynchos,,6/22/2009,,,matrix protein 1 [Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1))]
AIA83113,Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1)),GenBank,set:e1b1539d1e428d59f5e4cf6cd587d0d11370a489,KJ812111,,"Puranik,A., Howard,W., To,T.L., Tong,H.H., Fuller,C., Seeking,J., Hanna,A., Essen,S., Slomka,M.J., Banks,J., Brown,I.H.",6/7/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,,matrix protein 2,Viet Nam,Viet Nam,,Anas platyrhynchos,,6/22/2009,,,matrix protein 2 [Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1))]
AIA83114,Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1)),GenBank,set:e1b1539d1e428d59f5e4cf6cd587d0d11370a489,KJ812112,,"Puranik,A., Howard,W., To,T.L., Tong,H.H., Fuller,C., Seeking,J., Hanna,A., Essen,S., Slomka,M.J., Banks,J., Brown,I.H.",6/7/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,,nonstructural protein 1,Viet Nam,Viet Nam,,Anas platyrhynchos,,6/22/2009,,,nonstructural protein 1 [Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1))]
AIA83115,Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1)),GenBank,set:e1b1539d1e428d59f5e4cf6cd587d0d11370a489,KJ812112,,"Puranik,A., Howard,W., To,T.L., Tong,H.H., Fuller,C., Seeking,J., Hanna,A., Essen,S., Slomka,M.J., Banks,J., Brown,I.H.",6/7/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,,nuclear export protein,Viet Nam,Viet Nam,,Anas platyrhynchos,,6/22/2009,,,nuclear export protein [Influenza A virus (A/pekin duck/Vietnam/27386/2009(H5N1))]
AGH30707,Influenza A virus (A/chicken/Malaysia/5744/2004(H5N1)),GenBank,set:30c52dd207d6f57450a3adf6479cdff0c29b7ce0,KC684446,,"Lim,K.L., Abdullah Zawawi,N.H., Bejo,M.H., Ideris,A., Omar,A.R.",3/25/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,H5N1,4,,hemagglutinin,Malaysia,Malaysia,,Gallus gallus,,8/17/2004,,,hemagglutinin [Influenza A virus (A/chicken/Malaysia/5744/2004(H5N1))]
AGH30708,Influenza A virus (A/chicken/Malaysia/5744/2004(H5N1)),GenBank,set:30c52dd207d6f57450a3adf6479cdff0c29b7ce0,KC684447,,"Lim,K.L., Abdullah Zawawi,N.H., Bejo,M.H., Ideris,A., Omar,A.R.",3/25/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,Malaysia,Malaysia,,Gallus gallus,,8/17/2004,,,neuraminidase [Influenza A virus (A/chicken/Malaysia/5744/2004(H5N1))]
AHJ57343,Influenza A virus (A/chicken/Egypt/IT-1/2013(H5N1)),GenBank,set:397b0f6af814f306be1998ce338f5536882269a3,KJ192204,,"Hagag,I.T., Mansour,S.M., Zhang,Z., Ali,A.A., Ismaiel,el.-B.M., Salama,A.A., Cardona,C.J., Collins,J., Xing,Z., Hagag,I.M.T., Mansour,S.M.G., Ali,A.A.H., Ismaiel,B.M., Cardona,C.",2/23/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,1,nuclear export protein,Egypt,Egypt,,Gallus gallus,,3/15/2013,,,nuclear export protein [Influenza A virus (A/chicken/Egypt/IT-1/2013(H5N1))]
AHJ57344,Influenza A virus (A/chicken/Egypt/IT-1/2013(H5N1)),GenBank,set:397b0f6af814f306be1998ce338f5536882269a3,KJ192204,,"Hagag,I.T., Mansour,S.M., Zhang,Z., Ali,A.A., Ismaiel,el.-B.M., Salama,A.A., Cardona,C.J., Collins,J., Xing,Z., Hagag,I.M.T., Mansour,S.M.G., Ali,A.A.H., Ismaiel,B.M., Cardona,C.",2/23/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,1,nonstructural protein 1,Egypt,Egypt,,Gallus gallus,,3/15/2013,,,nonstructural protein 1 [Influenza A virus (A/chicken/Egypt/IT-1/2013(H5N1))]
AHJ57345,Influenza A virus (A/chicken/Egypt/IT-2/2013(H5N1)),GenBank,set:f207f86739e3ea1e46c2e2e01f16e8dc1e405df6,KJ192205,,"Hagag,I.T., Mansour,S.M., Zhang,Z., Ali,A.A., Ismaiel,el.-B.M., Salama,A.A., Cardona,C.J., Collins,J., Xing,Z., Hagag,I.M.T., Mansour,S.M.G., Ali,A.A.H., Ismaiel,B.M., Cardona,C.",2/23/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,1,nuclear export protein,Egypt,Egypt,,Gallus gallus,,4/6/2013,,,nuclear export protein [Influenza A virus (A/chicken/Egypt/IT-2/2013(H5N1))]
AHJ57346,Influenza A virus (A/chicken/Egypt/IT-2/2013(H5N1)),GenBank,set:f207f86739e3ea1e46c2e2e01f16e8dc1e405df6,KJ192205,,"Hagag,I.T., Mansour,S.M., Zhang,Z., Ali,A.A., Ismaiel,el.-B.M., Salama,A.A., Cardona,C.J., Collins,J., Xing,Z., Hagag,I.M.T., Mansour,S.M.G., Ali,A.A.H., Ismaiel,B.M., Cardona,C.",2/23/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,1,nonstructural protein 1,Egypt,Egypt,,Gallus gallus,,4/6/2013,,,nonstructural protein 1 [Influenza A virus (A/chicken/Egypt/IT-2/2013(H5N1))]
AHI43266,Influenza A virus (A/duck/Hubei/xn/2007(H5N1)),GenBank,GCA_038473135.1,KJ003984,,"Li,S., Guo,X., Jin,M.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,,polymerase PB2,China,China,,Anatidae,,11/14/2007,,,polymerase PB2 [Influenza A virus (A/duck/Hubei/xn/2007(H5N1))]
AHI43267,Influenza A virus (A/duck/Hubei/xn/2007(H5N1)),GenBank,GCA_038473135.1,KJ003985,,"Li,S., Guo,X., Jin,M.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,,polymerase PB1,China,China,,Anatidae,,11/14/2007,,,polymerase PB1 [Influenza A virus (A/duck/Hubei/xn/2007(H5N1))]
AHI43268,Influenza A virus (A/duck/Hubei/xn/2007(H5N1)),GenBank,GCA_038473135.1,KJ003985,,"Li,S., Guo,X., Jin,M.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),90,H5N1,2,,PB1-F2 protein,China,China,,Anatidae,,11/14/2007,,,PB1-F2 protein [Influenza A virus (A/duck/Hubei/xn/2007(H5N1))]
AHI43269,Influenza A virus (A/duck/Hubei/xn/2007(H5N1)),GenBank,GCA_038473135.1,KJ003986,,"Li,S., Guo,X., Jin,M.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,,polymerase PA,China,China,,Anatidae,,11/14/2007,,,polymerase PA [Influenza A virus (A/duck/Hubei/xn/2007(H5N1))]
AHI43270,Influenza A virus (A/duck/Hubei/xn/2007(H5N1)),GenBank,GCA_038473135.1,KJ003986,,"Li,S., Guo,X., Jin,M.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,3,,PA-X protein,China,China,,Anatidae,,11/14/2007,,,PA-X protein [Influenza A virus (A/duck/Hubei/xn/2007(H5N1))]
AHI43271,Influenza A virus (A/duck/Hubei/xn/2007(H5N1)),GenBank,GCA_038473135.1,KJ003987,,"Li,S., Guo,X., Jin,M.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,,hemagglutinin,China,China,,Anatidae,,11/14/2007,,,hemagglutinin [Influenza A virus (A/duck/Hubei/xn/2007(H5N1))]
AHI43272,Influenza A virus (A/duck/Hubei/xn/2007(H5N1)),GenBank,GCA_038473135.1,KJ003988,,"Li,S., Guo,X., Jin,M.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,,nucleocapsid protein,China,China,,Anatidae,,11/14/2007,,,nucleocapsid protein [Influenza A virus (A/duck/Hubei/xn/2007(H5N1))]
AHI43273,Influenza A virus (A/duck/Hubei/xn/2007(H5N1)),GenBank,GCA_038473135.1,KJ003989,,"Li,S., Guo,X., Jin,M.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,China,China,,Anatidae,,11/14/2007,,,neuraminidase [Influenza A virus (A/duck/Hubei/xn/2007(H5N1))]
AHI43274,Influenza A virus (A/duck/Hubei/xn/2007(H5N1)),GenBank,GCA_038473135.1,KJ003990,,"Li,S., Guo,X., Jin,M.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,,matrix protein 1,China,China,,Anatidae,,11/14/2007,,,matrix protein 1 [Influenza A virus (A/duck/Hubei/xn/2007(H5N1))]
AHI43275,Influenza A virus (A/duck/Hubei/xn/2007(H5N1)),GenBank,GCA_038473135.1,KJ003990,,"Li,S., Guo,X., Jin,M.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,,matrix protein 2,China,China,,Anatidae,,11/14/2007,,,matrix protein 2 [Influenza A virus (A/duck/Hubei/xn/2007(H5N1))]
AHI43276,Influenza A virus (A/duck/Hubei/xn/2007(H5N1)),GenBank,GCA_038473135.1,KJ003991,,"Li,S., Guo,X., Jin,M.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,,nonstructural protein 1,China,China,,Anatidae,,11/14/2007,,,nonstructural protein 1 [Influenza A virus (A/duck/Hubei/xn/2007(H5N1))]
AHI43277,Influenza A virus (A/duck/Hubei/xn/2007(H5N1)),GenBank,GCA_038473135.1,KJ003991,,"Li,S., Guo,X., Jin,M.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,,nuclear export protein,China,China,,Anatidae,,11/14/2007,,,nuclear export protein [Influenza A virus (A/duck/Hubei/xn/2007(H5N1))]
AHI43536,Influenza A virus (A/duck/Egypt/BSU-BS-R7/2008(H5N1)),GenBank,set:bebcffad096d9cb6368e20f9c97e59eb7b24581b,KJ147492,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,H5N1,4,,hemagglutinin,"Egypt: Beni-Suef Governorate, Aborady village",Egypt,,Anas platyrhynchos,feces,11/15/2008,,,hemagglutinin [Influenza A virus (A/duck/Egypt/BSU-BS-R7/2008(H5N1))]
AHI43537,Influenza A virus (A/chicken/Egypt/BSU-BS-R8/2009(H5N1)),GenBank,set:48d0316b8b548b9d635676533e0839421395501c,KJ147493,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,,hemagglutinin,"Egypt: Beni-Suef Governorate, Aborady village",Egypt,,Gallus gallus,oronasopharynx,3/17/2009,,,hemagglutinin [Influenza A virus (A/chicken/Egypt/BSU-BS-R8/2009(H5N1))]
AHI43538,Influenza A virus (A/duck/Egypt/BSU-BS-R9/2009(H5N1)),GenBank,set:032a34c840a0ffe058f4b0caf39af9841abdac76,KJ147494,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,,hemagglutinin,"Egypt: Beni-Suef Governorate, Aborady village",Egypt,,Anas platyrhynchos,feces,3/17/2009,,,hemagglutinin [Influenza A virus (A/duck/Egypt/BSU-BS-R9/2009(H5N1))]
AHI43539,Influenza A virus (A/chicken/Egypt/BSU-BS-R10/2009(H5N1)),GenBank,set:f94b8d7f8b50e4df5e89c273f32a61202ce471d6,KJ147495,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,,hemagglutinin,"Egypt: Beni-Suef Governorate, Aborady village",Egypt,,Gallus gallus,oronasopharynx,3/24/2009,,,hemagglutinin [Influenza A virus (A/chicken/Egypt/BSU-BS-R10/2009(H5N1))]
AHI43540,Influenza A virus (A/duck/Egypt/BSU-FA-1D/2012(H5N1)),GenBank,set:d99823badadb8933a4ee0177d718b2a068352b63,KJ147496,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,,hemagglutinin,Egypt: Fayoum Governorate,Egypt,,Anas platyrhynchos,feces,2/15/2012,,,hemagglutinin [Influenza A virus (A/duck/Egypt/BSU-FA-1D/2012(H5N1))]
AHI43541,Influenza A virus (A/chicken/Egypt/BSU-BS-F27/2012(H5N1)),GenBank,set:52e25739c215422c81c2e2084ae71c1decc8ae48,KJ147497,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,,hemagglutinin,Egypt: Beni-Suef Governorate,Egypt,,Gallus gallus,oronasopharynx,5/20/2012,,,hemagglutinin [Influenza A virus (A/chicken/Egypt/BSU-BS-F27/2012(H5N1))]
AHI43542,Influenza A virus (A/chicken/Egypt/BSU-BS-R24/2012(H5N1)),GenBank,set:0dc61b84ae97fa8882f0868e761fc7b042ff0102,KJ147498,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,,hemagglutinin,"Egypt: Beni-Suef Governorate, Keman village",Egypt,,Gallus gallus,oronasopharynx,7/8/2012,,,hemagglutinin [Influenza A virus (A/chicken/Egypt/BSU-BS-R24/2012(H5N1))]
AHI43543,Influenza A virus (A/duck/Egypt/BSU-BS-R7/2008(H5N1)),GenBank,set:bebcffad096d9cb6368e20f9c97e59eb7b24581b,KJ147499,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,"Egypt: Beni-Suef Governorate, Aborady village",Egypt,,Anas platyrhynchos,feces,11/15/2008,,,neuraminidase [Influenza A virus (A/duck/Egypt/BSU-BS-R7/2008(H5N1))]
AHI43544,Influenza A virus (A/chicken/Egypt/BSU-BS-R8/2009(H5N1)),GenBank,set:48d0316b8b548b9d635676533e0839421395501c,KJ147500,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,"Egypt: Beni-Suef Governorate, Aborady village",Egypt,,Gallus gallus,oronasopharynx,3/17/2009,,,neuraminidase [Influenza A virus (A/chicken/Egypt/BSU-BS-R8/2009(H5N1))]
AHI43545,Influenza A virus (A/duck/Egypt/BSU-BS-R9/2009(H5N1)),GenBank,set:032a34c840a0ffe058f4b0caf39af9841abdac76,KJ147501,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,"Egypt: Beni-Suef Governorate, Aborady village",Egypt,,Anas platyrhynchos,feces,3/17/2009,,,neuraminidase [Influenza A virus (A/duck/Egypt/BSU-BS-R9/2009(H5N1))]
AHI43546,Influenza A virus (A/chicken/Egypt/BSU-BS-R10/2009(H5N1)),GenBank,set:f94b8d7f8b50e4df5e89c273f32a61202ce471d6,KJ147502,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,"Egypt: Beni-Suef Governorate, Aborady village",Egypt,,Gallus gallus,oronasopharynx,3/24/2009,,,neuraminidase [Influenza A virus (A/chicken/Egypt/BSU-BS-R10/2009(H5N1))]
AHI43547,Influenza A virus (A/duck/Egypt/BSU-FA-1D/2012(H5N1)),GenBank,set:d99823badadb8933a4ee0177d718b2a068352b63,KJ147503,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,Egypt: Fayoum Governorate,Egypt,,Anas platyrhynchos,feces,2/15/2012,,,neuraminidase [Influenza A virus (A/duck/Egypt/BSU-FA-1D/2012(H5N1))]
AHI43548,Influenza A virus (A/chicken/Egypt/BSU-FA-M28/2012(H5N1)),GenBank,set:fb0bed1fa6153e81ee2d6401233fc8fbeeb054e5,KJ147504,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,Egypt: Fayoum Governorate,Egypt,,Gallus gallus,oronasopharynx,5/2/2012,,,neuraminidase [Influenza A virus (A/chicken/Egypt/BSU-FA-M28/2012(H5N1))]
AHI43549,Influenza A virus (A/chicken/Egypt/BSU-BS-F27/2012(H5N1)),GenBank,set:52e25739c215422c81c2e2084ae71c1decc8ae48,KJ147505,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,Egypt: Beni-Suef Governorate,Egypt,,Gallus gallus,oronasopharynx,5/20/2012,,,neuraminidase [Influenza A virus (A/chicken/Egypt/BSU-BS-F27/2012(H5N1))]
AHI43550,Influenza A virus (A/chicken/Egypt/BSU-BS-R24/2012(H5N1)),GenBank,set:0dc61b84ae97fa8882f0868e761fc7b042ff0102,KJ147506,,"Shany,S.A.S., Ibrahim,M.G., Lee,C.W., Afifi,M.A., El-Kady,M.F.",2/10/2014,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,"Egypt: Beni-Suef Governorate, Keman village",Egypt,,Gallus gallus,oronasopharynx,7/8/2012,,,neuraminidase [Influenza A virus (A/chicken/Egypt/BSU-BS-R24/2012(H5N1))]
AGI02344,Influenza A virus (A/chicken/Shandong/K0701/2010(H5N1)),GenBank,set:4f9921d141d031b9f6ace0d24498aeee993db1db,KC709802,,"Zhong,L., Zhao,Q., Zhao,K., Wang,X., Zhao,G., Li,Q., Gu,M., Peng,D., Liu,X.",10/1/2013,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,1,hemagglutinin,China,China,,Gallus gallus,,2010-07,,,hemagglutinin [Influenza A virus (A/chicken/Shandong/K0701/2010(H5N1))]
AGI02345,Influenza A virus (A/chicken/Jiangsu/k0101/2010(H5N1)),GenBank,set:a9a9061a0518ab47b8c90250d9a406ba59124256,KC709803,,"Zhong,L., Zhao,Q., Zhao,K., Wang,X., Zhao,G., Li,Q., Gu,M., Peng,D., Liu,X.",10/1/2013,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,H5N1,4,1,hemagglutinin,China,China,,Gallus gallus,,2010-07,,,hemagglutinin [Influenza A virus (A/chicken/Jiangsu/k0101/2010(H5N1))]
